timestamp,location,vehicle_count,avg_speed
2025-10-29T19:46:47.000Z,Giza,81,63.61
2025-10-29T19:46:48.000Z,Mansoura,93,58.21
2025-10-29T19:46:48.000Z,Tanta,36,100.26
2025-10-29T19:46:48.000Z,Alexandria,92,33.24
2025-10-29T19:46:48.000Z,Cairo,23,116.41
2025-10-29T19:46:48.000Z,Alexandria,63,109.46
2025-10-29T19:46:49.000Z,Mansoura,63,83.17
2025-10-29T19:46:49.000Z,Tanta,11,81.91
2025-10-29T19:46:49.000Z,Tanta,40,83.5
2025-10-29T19:46:49.000Z,Alexandria,69,58.35
2025-10-29T19:46:49.000Z,Tanta,27,56.43
2025-10-29T19:46:50.000Z,Mansoura,90,42.31
2025-10-29T19:46:50.000Z,Tanta,30,94.56
2025-10-29T19:46:50.000Z,Cairo,45,109.12
2025-10-29T19:46:50.000Z,Cairo,19,91.51
2025-10-29T19:46:51.000Z,Mansoura,30,57.97
2025-10-29T19:46:51.000Z,Giza,63,61.24
2025-10-29T19:46:51.000Z,Tanta,96,83.4
2025-10-29T19:46:51.000Z,Mansoura,100,88.07
2025-10-29T19:46:51.000Z,Giza,90,74.8
2025-10-29T19:46:52.000Z,Cairo,39,29.72
2025-10-29T19:46:52.000Z,Mansoura,66,86.05
2025-10-29T19:46:52.000Z,Cairo,97,107.37
2025-10-29T19:46:52.000Z,Cairo,24,58.25
2025-10-29T19:46:52.000Z,Mansoura,78,80.6
2025-10-29T19:46:53.000Z,Alexandria,57,41.12
2025-10-29T19:46:53.000Z,Cairo,64,116.89
2025-10-29T19:46:53.000Z,Giza,58,31.92
2025-10-29T19:46:53.000Z,Mansoura,52,29.4
2025-10-29T19:46:53.000Z,Giza,21,21.58
2025-10-29T19:46:54.000Z,Cairo,33,21.66
2025-10-29T19:46:54.000Z,Cairo,72,40.95
2025-10-29T19:46:54.000Z,Cairo,35,80.41
2025-10-29T19:46:54.000Z,Giza,42,105.17
2025-10-29T19:46:54.000Z,Mansoura,50,27.44
2025-10-29T19:46:55.000Z,Alexandria,73,75.56
2025-10-29T19:46:55.000Z,Giza,75,115.44
2025-10-29T19:46:55.000Z,Alexandria,38,23.68
2025-10-29T19:46:55.000Z,Alexandria,39,58.54
2025-10-29T19:46:55.000Z,Alexandria,15,92.93
2025-10-29T19:46:56.000Z,Giza,60,74.94
2025-10-29T19:46:56.000Z,Mansoura,23,77.41
2025-10-29T19:46:56.000Z,Mansoura,95,49.42
2025-10-29T19:46:56.000Z,Alexandria,85,102.93
2025-10-29T19:46:56.000Z,Tanta,37,104.58
2025-10-29T19:46:57.000Z,Alexandria,80,30.81
2025-10-29T19:46:57.000Z,Alexandria,40,85.03
2025-10-29T19:46:57.000Z,Tanta,11,91.01
2025-10-29T19:46:57.000Z,Cairo,87,95.72
2025-10-29T19:46:57.000Z,Giza,36,69.82
2025-10-29T19:46:58.000Z,Tanta,63,86.12
2025-10-29T19:46:58.000Z,Cairo,60,40.17
2025-10-29T19:46:58.000Z,Mansoura,80,112.75
2025-10-29T19:46:58.000Z,Mansoura,64,46.14
2025-10-29T19:46:58.000Z,Cairo,90,45.62
2025-10-29T19:46:59.000Z,Cairo,40,81.29
2025-10-29T19:46:59.000Z,Tanta,42,68.7
2025-10-29T19:46:59.000Z,Cairo,64,32.96
2025-10-29T19:46:59.000Z,Cairo,79,25.2
2025-10-29T19:46:59.000Z,Alexandria,48,84.59
2025-10-29T19:47:00.000Z,Cairo,41,21.6
2025-10-29T19:47:00.000Z,Alexandria,93,39.87
2025-10-29T19:47:00.000Z,Giza,16,67.87
2025-10-29T19:47:00.000Z,Tanta,47,87.01
2025-10-29T19:47:00.000Z,Mansoura,46,80.61
2025-10-29T19:47:01.000Z,Alexandria,85,35.51
2025-10-29T19:47:01.000Z,Tanta,38,35.48
2025-10-29T19:47:01.000Z,Tanta,41,78.9
2025-10-29T19:47:01.000Z,Cairo,76,90.77
2025-10-29T19:47:01.000Z,Cairo,45,112.42
2025-10-29T19:47:02.000Z,Cairo,92,76.9
2025-10-29T19:47:02.000Z,Giza,12,100.71
2025-10-29T19:47:02.000Z,Giza,75,77.08
2025-10-29T19:47:02.000Z,Cairo,38,89.82
2025-10-29T19:47:02.000Z,Tanta,87,78.13
2025-10-29T19:47:03.000Z,Giza,62,71.7
2025-10-29T19:47:03.000Z,Alexandria,39,31.9
2025-10-29T19:47:03.000Z,Alexandria,26,114.09
2025-10-29T19:47:03.000Z,Alexandria,75,64.91
2025-10-29T19:47:03.000Z,Tanta,81,119.45
2025-10-29T19:47:04.000Z,Cairo,18,36.65
2025-10-29T19:47:04.000Z,Alexandria,90,92.84
2025-10-29T19:47:04.000Z,Tanta,93,115.18
2025-10-29T19:47:04.000Z,Giza,37,110.32
2025-10-29T19:47:04.000Z,Alexandria,24,21.74
2025-10-29T19:47:05.000Z,Alexandria,94,108.66
2025-10-29T19:47:05.000Z,Mansoura,49,90.96
2025-10-29T19:47:05.000Z,Giza,66,72.79
2025-10-29T19:47:05.000Z,Alexandria,100,57.18
2025-10-29T19:47:05.000Z,Tanta,26,67.75
2025-10-29T19:47:06.000Z,Alexandria,90,44.53
2025-10-29T19:47:06.000Z,Mansoura,16,94.16
2025-10-29T19:47:06.000Z,Cairo,41,68.95
2025-10-29T19:47:06.000Z,Cairo,53,95.06
2025-10-29T19:47:06.000Z,Tanta,42,105.2
2025-10-29T19:47:07.000Z,Tanta,49,84.71
2025-10-29T19:47:07.000Z,Alexandria,81,102.78
2025-10-29T19:47:07.000Z,Tanta,82,89.7
2025-10-29T19:47:07.000Z,Mansoura,33,62.46
2025-10-29T19:47:07.000Z,Tanta,10,67.46
2025-10-29T19:47:08.000Z,Alexandria,79,36.9
2025-10-29T19:47:08.000Z,Giza,24,47.72
2025-10-29T19:47:08.000Z,Tanta,28,23.07
2025-10-29T19:47:08.000Z,Alexandria,26,45.3
2025-10-29T19:47:08.000Z,Tanta,20,96.7
2025-10-29T19:47:09.000Z,Giza,75,66.57
2025-10-29T19:47:09.000Z,Cairo,72,29.91
2025-10-29T19:47:09.000Z,Cairo,26,70.87
2025-10-29T19:47:09.000Z,Cairo,21,27.38
2025-10-29T19:47:09.000Z,Mansoura,56,84.55
2025-10-29T19:47:10.000Z,Mansoura,62,107.21
2025-10-29T19:47:10.000Z,Tanta,83,29.42
2025-10-29T19:47:10.000Z,Mansoura,15,104.69
2025-10-29T19:47:10.000Z,Mansoura,36,22.96
2025-10-29T19:47:10.000Z,Cairo,59,37.23
2025-10-29T19:47:11.000Z,Mansoura,23,53.31
2025-10-29T19:47:11.000Z,Cairo,26,93.69
2025-10-29T19:47:11.000Z,Tanta,17,103.63
2025-10-29T19:47:11.000Z,Cairo,43,83.52
2025-10-29T19:47:11.000Z,Cairo,18,22.9
2025-10-29T19:47:12.000Z,Mansoura,35,74.7
2025-10-29T19:47:12.000Z,Tanta,64,28.39
2025-10-29T19:47:12.000Z,Tanta,24,66.65
2025-10-29T19:47:12.000Z,Cairo,70,33.96
2025-10-29T19:47:12.000Z,Alexandria,100,23.27
2025-10-29T19:47:13.000Z,Tanta,63,117.94
2025-10-29T19:47:13.000Z,Alexandria,23,57.85
2025-10-29T19:47:13.000Z,Giza,65,41.37
2025-10-29T19:47:13.000Z,Cairo,54,22.64
2025-10-29T19:47:13.000Z,Giza,92,85.21
2025-10-29T19:47:14.000Z,Cairo,77,56.41
2025-10-29T19:47:14.000Z,Tanta,39,41.49
2025-10-29T19:47:14.000Z,Alexandria,10,46.5
2025-10-29T19:47:14.000Z,Cairo,24,61.97
2025-10-29T19:47:14.000Z,Mansoura,73,50.78
2025-10-29T19:47:15.000Z,Cairo,89,48.3
2025-10-29T19:47:15.000Z,Cairo,11,118.85
2025-10-29T19:47:15.000Z,Alexandria,15,102.35
2025-10-29T19:47:15.000Z,Giza,56,64.15
2025-10-29T19:47:15.000Z,Tanta,38,96.51
2025-10-29T19:47:16.000Z,Giza,48,113.66
2025-10-29T19:47:16.000Z,Cairo,29,91.03
2025-10-29T19:47:16.000Z,Mansoura,21,61.36
2025-10-29T19:47:16.000Z,Cairo,99,36.2
2025-10-29T19:47:16.000Z,Tanta,42,64.69
2025-10-29T19:47:17.000Z,Alexandria,70,62.42
2025-10-29T19:47:17.000Z,Giza,82,45.03
2025-10-29T19:47:17.000Z,Giza,46,118.98
2025-10-29T19:47:17.000Z,Cairo,33,88.41
2025-10-29T19:47:17.000Z,Cairo,97,91.4
2025-10-29T19:47:18.000Z,Mansoura,83,69.81
2025-10-29T19:47:18.000Z,Giza,30,37.3
2025-10-29T19:47:18.000Z,Alexandria,66,63.71
2025-10-29T19:47:18.000Z,Giza,100,109.24
2025-10-29T19:47:18.000Z,Alexandria,73,22.4
2025-10-29T19:47:19.000Z,Mansoura,54,61.88
2025-10-29T19:47:19.000Z,Mansoura,98,31.24
2025-10-29T19:47:19.000Z,Alexandria,94,43.81
2025-10-29T19:47:19.000Z,Alexandria,57,80.76
2025-10-29T19:47:20.000Z,Cairo,41,89.39
2025-10-29T19:47:20.000Z,Cairo,23,115.54
2025-10-29T19:47:20.000Z,Alexandria,78,77.32
2025-10-29T19:47:20.000Z,Cairo,35,66.53
2025-10-29T19:47:20.000Z,Giza,49,110.88
2025-10-29T19:47:21.000Z,Tanta,87,23.09
2025-10-29T19:47:21.000Z,Alexandria,62,69.49
2025-10-29T19:47:21.000Z,Tanta,17,81.72
2025-10-29T19:47:21.000Z,Giza,92,47.83
2025-10-29T19:47:21.000Z,Alexandria,34,34.59
2025-10-29T19:47:22.000Z,Cairo,46,105.73
2025-10-29T19:47:22.000Z,Tanta,97,45.88
2025-10-29T19:47:22.000Z,Mansoura,14,70.71
2025-10-29T19:47:22.000Z,Alexandria,31,60.3
2025-10-29T19:47:22.000Z,Giza,72,70.89
2025-10-29T19:47:23.000Z,Alexandria,73,103.29
2025-10-29T19:47:23.000Z,Giza,64,38.53
2025-10-29T19:47:23.000Z,Mansoura,82,61.86
2025-10-29T19:47:23.000Z,Tanta,70,86.34
2025-10-29T19:47:23.000Z,Tanta,91,82.88
2025-10-29T19:47:24.000Z,Mansoura,81,25.71
2025-10-29T19:47:24.000Z,Tanta,78,32.53
2025-10-29T19:47:24.000Z,Cairo,74,66.27
2025-10-29T19:47:24.000Z,Cairo,10,62.17
2025-10-29T19:47:24.000Z,Cairo,48,115.99
2025-10-29T19:47:25.000Z,Giza,80,29.62
2025-10-29T19:47:25.000Z,Giza,49,72.77
2025-10-29T19:47:25.000Z,Cairo,46,94.96
2025-10-29T19:47:25.000Z,Giza,48,38.2
2025-10-29T19:47:25.000Z,Mansoura,17,91.97
2025-10-29T19:47:26.000Z,Tanta,26,56.7
2025-10-29T19:47:26.000Z,Cairo,84,81.38
2025-10-29T19:47:26.000Z,Giza,57,95.05
2025-10-29T19:47:26.000Z,Tanta,71,72.13
2025-10-29T19:47:26.000Z,Cairo,18,38.03
2025-10-29T19:47:27.000Z,Tanta,19,48.3
2025-10-29T19:47:27.000Z,Tanta,45,55.36
2025-10-29T19:47:27.000Z,Giza,63,61.56
2025-10-29T19:47:27.000Z,Alexandria,99,43.41
2025-10-29T19:47:27.000Z,Mansoura,55,115.86
2025-10-29T19:47:28.000Z,Cairo,60,31.56
2025-10-29T19:47:28.000Z,Tanta,35,118.15
2025-10-29T19:47:28.000Z,Tanta,13,113.13
2025-10-29T19:47:28.000Z,Giza,10,44.78
2025-10-29T19:47:28.000Z,Cairo,31,51.37
2025-10-29T19:47:29.000Z,Mansoura,99,21.6
2025-10-29T19:47:29.000Z,Mansoura,53,116.59
2025-10-29T19:47:29.000Z,Giza,92,114.79
2025-10-29T19:47:29.000Z,Alexandria,15,117.47
2025-10-29T19:47:29.000Z,Mansoura,23,98.74
2025-10-29T19:47:30.000Z,Tanta,99,79.37
2025-10-29T19:47:30.000Z,Alexandria,62,116.81
2025-10-29T19:47:30.000Z,Tanta,71,86.32
2025-10-29T19:47:30.000Z,Tanta,18,28.33
2025-10-29T19:47:30.000Z,Alexandria,33,22.01
2025-10-29T19:47:31.000Z,Cairo,86,38.67
2025-10-29T19:47:31.000Z,Giza,71,101.18
2025-10-29T19:47:31.000Z,Alexandria,20,46.13
2025-10-29T19:47:31.000Z,Mansoura,55,29.34
2025-10-29T19:47:31.000Z,Giza,36,109.81
2025-10-29T19:47:32.000Z,Mansoura,34,58.83
2025-10-29T19:47:32.000Z,Tanta,37,89.16
2025-10-29T19:47:32.000Z,Giza,29,75.95
2025-10-29T19:47:32.000Z,Mansoura,68,83.13
2025-10-29T19:47:32.000Z,Mansoura,62,53.16
2025-10-29T19:47:33.000Z,Tanta,100,41.11
2025-10-29T19:47:33.000Z,Cairo,36,104.52
2025-10-29T19:47:33.000Z,Alexandria,14,59.31
2025-10-29T19:47:33.000Z,Tanta,82,63.54
2025-10-29T19:47:33.000Z,Giza,28,107.63
2025-10-29T19:47:34.000Z,Giza,74,37.86
2025-10-29T19:47:34.000Z,Giza,53,105.06
2025-10-29T19:47:34.000Z,Alexandria,40,90.18
2025-10-29T19:47:34.000Z,Cairo,51,113.82
2025-10-29T19:47:34.000Z,Cairo,17,97.07
2025-10-29T19:47:35.000Z,Mansoura,16,78.48
2025-10-29T19:47:35.000Z,Giza,30,62.93
2025-10-29T19:47:35.000Z,Mansoura,91,29.87
2025-10-29T19:47:35.000Z,Tanta,92,97.43
2025-10-29T19:47:35.000Z,Cairo,10,80.8
2025-10-29T19:47:36.000Z,Mansoura,14,64.54
2025-10-29T19:47:36.000Z,Tanta,22,73.09
2025-10-29T19:47:36.000Z,Giza,82,94.49
2025-10-29T19:47:36.000Z,Tanta,36,20.78
2025-10-29T19:47:36.000Z,Mansoura,88,28.7
2025-10-29T19:47:37.000Z,Alexandria,25,84.66
2025-10-29T19:47:37.000Z,Alexandria,86,97.61
2025-10-29T19:47:37.000Z,Mansoura,87,31.12
2025-10-29T19:47:37.000Z,Mansoura,74,46.77
2025-10-29T19:47:37.000Z,Tanta,81,60.74
2025-10-29T19:47:38.000Z,Alexandria,17,53.03
2025-10-29T19:47:38.000Z,Alexandria,33,118.86
2025-10-29T19:47:38.000Z,Mansoura,91,54.23
2025-10-29T19:47:38.000Z,Alexandria,87,98.48
2025-10-29T19:47:38.000Z,Mansoura,87,98.6
2025-10-29T19:47:39.000Z,Giza,65,25.45
2025-10-29T19:47:39.000Z,Alexandria,20,86.05
2025-10-29T19:47:39.000Z,Mansoura,58,25.58
2025-10-29T19:47:39.000Z,Alexandria,31,99.69
2025-10-29T19:47:39.000Z,Cairo,17,83.76
2025-10-29T19:47:40.000Z,Tanta,98,115.42
2025-10-29T19:47:40.000Z,Tanta,36,90.11
2025-10-29T19:47:40.000Z,Cairo,10,81.43
2025-10-29T19:47:40.000Z,Alexandria,34,75.84
2025-10-29T19:47:40.000Z,Alexandria,71,50.7
2025-10-29T19:47:41.000Z,Cairo,26,90.54
2025-10-29T19:47:41.000Z,Mansoura,44,63.66
2025-10-29T19:47:41.000Z,Tanta,11,115.46
2025-10-29T19:47:41.000Z,Mansoura,86,76.48
2025-10-29T19:47:41.000Z,Tanta,77,67.99
2025-10-29T19:47:42.000Z,Cairo,95,31.55
2025-10-29T19:47:42.000Z,Alexandria,23,69.2
2025-10-29T19:47:42.000Z,Giza,48,24.69
2025-10-29T19:47:42.000Z,Giza,93,104.12
2025-10-29T19:47:42.000Z,Alexandria,43,56.16
2025-10-29T19:47:43.000Z,Mansoura,56,101.82
2025-10-29T19:47:43.000Z,Mansoura,82,88.5
2025-10-29T19:47:43.000Z,Alexandria,49,74.3
2025-10-29T19:47:43.000Z,Mansoura,81,63.83
2025-10-29T19:47:43.000Z,Giza,33,100.84
2025-10-29T19:47:44.000Z,Tanta,55,104.4
2025-10-29T19:47:44.000Z,Cairo,79,108.6
2025-10-29T19:47:44.000Z,Giza,97,46.76
2025-10-29T19:47:44.000Z,Cairo,68,84.93
2025-10-29T19:47:44.000Z,Tanta,42,105.49
2025-10-29T19:47:45.000Z,Tanta,57,48.73
2025-10-29T19:47:45.000Z,Tanta,55,102.7
2025-10-29T19:47:45.000Z,Tanta,68,65.83
2025-10-29T19:47:45.000Z,Mansoura,67,77.09
2025-10-29T19:47:45.000Z,Cairo,37,84.01
2025-10-29T19:47:46.000Z,Alexandria,54,52.24
2025-10-29T19:47:46.000Z,Tanta,85,57.25
2025-10-29T19:47:46.000Z,Mansoura,70,30.05
2025-10-29T19:47:46.000Z,Giza,21,75.32
2025-10-29T19:47:46.000Z,Alexandria,41,118.16
2025-10-29T19:47:47.000Z,Alexandria,56,40.72
2025-10-29T19:47:47.000Z,Cairo,90,84.3
2025-10-29T19:47:47.000Z,Cairo,43,93.25
2025-10-29T19:47:47.000Z,Cairo,32,31.73
2025-10-29T19:47:47.000Z,Cairo,34,56.13
2025-10-29T19:47:48.000Z,Mansoura,57,58.14
2025-10-29T19:47:48.000Z,Mansoura,52,32.3
2025-10-29T19:47:48.000Z,Tanta,14,67.11
2025-10-29T19:47:48.000Z,Cairo,84,94.82
2025-10-29T19:47:49.000Z,Alexandria,82,80.45
2025-10-29T19:47:49.000Z,Tanta,42,70.43
2025-10-29T19:47:49.000Z,Tanta,42,92.49
2025-10-29T19:47:49.000Z,Cairo,77,48.04
2025-10-29T19:47:49.000Z,Tanta,11,47.08
2025-10-29T19:47:50.000Z,Cairo,38,72.18
2025-10-29T19:47:50.000Z,Alexandria,48,97.39
2025-10-29T19:47:50.000Z,Giza,49,85.68
2025-10-29T19:47:50.000Z,Mansoura,67,44.31
2025-10-29T19:47:50.000Z,Cairo,84,63.07
2025-10-29T19:47:51.000Z,Giza,35,91.73
2025-10-29T19:47:51.000Z,Cairo,94,33.1
2025-10-29T19:47:51.000Z,Cairo,13,86.51
2025-10-29T19:47:51.000Z,Giza,51,40.72
2025-10-29T19:47:51.000Z,Mansoura,35,63.79
2025-10-29T19:47:52.000Z,Cairo,43,45.92
2025-10-29T19:47:52.000Z,Mansoura,29,56.95
2025-10-29T19:47:52.000Z,Giza,64,62.03
2025-10-29T19:47:52.000Z,Cairo,95,104.35
2025-10-29T19:47:52.000Z,Tanta,15,30.4
2025-10-29T19:47:53.000Z,Mansoura,50,78.26
2025-10-29T19:47:53.000Z,Alexandria,82,37.35
2025-10-29T19:47:53.000Z,Alexandria,17,84.17
2025-10-29T19:47:53.000Z,Alexandria,67,93.07
2025-10-29T19:47:53.000Z,Cairo,22,53.91
2025-10-29T19:47:54.000Z,Mansoura,65,24.36
2025-10-29T19:47:54.000Z,Alexandria,12,109.89
2025-10-29T19:47:54.000Z,Tanta,83,34.36
2025-10-29T19:47:54.000Z,Mansoura,55,59.0
2025-10-29T19:47:54.000Z,Giza,68,105.5
2025-10-29T19:47:55.000Z,Giza,59,20.98
2025-10-29T19:47:55.000Z,Tanta,55,112.68
2025-10-29T19:47:55.000Z,Cairo,49,21.7
2025-10-29T19:47:55.000Z,Tanta,92,111.18
2025-10-29T19:47:55.000Z,Giza,36,82.26
2025-10-29T19:47:56.000Z,Tanta,43,84.25
2025-10-29T19:47:56.000Z,Alexandria,21,43.89
2025-10-29T19:47:56.000Z,Mansoura,55,69.31
2025-10-29T19:47:56.000Z,Tanta,17,97.94
2025-10-29T19:47:56.000Z,Mansoura,51,94.87
2025-10-29T19:47:57.000Z,Tanta,18,86.0
2025-10-29T19:47:57.000Z,Tanta,61,41.27
2025-10-29T19:47:57.000Z,Mansoura,100,54.34
2025-10-29T19:47:57.000Z,Alexandria,29,81.07
2025-10-29T19:47:57.000Z,Alexandria,88,100.77
2025-10-29T19:47:58.000Z,Tanta,43,104.23
2025-10-29T19:47:58.000Z,Mansoura,16,61.54
2025-10-29T19:47:58.000Z,Tanta,100,104.54
2025-10-29T19:47:58.000Z,Mansoura,54,72.41
2025-10-29T19:47:58.000Z,Giza,49,51.16
2025-10-29T19:47:59.000Z,Cairo,24,87.25
2025-10-29T19:47:59.000Z,Tanta,87,59.39
2025-10-29T19:47:59.000Z,Tanta,78,65.54
2025-10-29T19:47:59.000Z,Mansoura,83,109.75
2025-10-29T19:47:59.000Z,Giza,31,77.7
2025-10-29T19:48:00.000Z,Mansoura,79,34.13
2025-10-29T19:48:00.000Z,Tanta,72,116.1
2025-10-29T19:48:00.000Z,Cairo,85,85.82
2025-10-29T19:48:00.000Z,Cairo,56,53.57
2025-10-29T19:48:00.000Z,Giza,73,51.12
2025-10-29T19:48:01.000Z,Alexandria,71,71.2
2025-10-29T19:48:01.000Z,Alexandria,100,62.22
2025-10-29T19:48:01.000Z,Giza,60,100.01
2025-10-29T19:48:01.000Z,Cairo,91,115.58
2025-10-29T19:48:01.000Z,Alexandria,28,99.7
2025-10-29T19:48:02.000Z,Mansoura,15,68.12
2025-10-29T19:48:02.000Z,Cairo,64,29.17
2025-10-29T19:48:02.000Z,Mansoura,66,90.57
2025-10-29T19:48:02.000Z,Alexandria,68,69.01
2025-10-29T19:48:02.000Z,Alexandria,20,59.52
2025-10-29T19:48:03.000Z,Tanta,94,46.11
2025-10-29T19:48:03.000Z,Tanta,88,40.24
2025-10-29T19:48:03.000Z,Cairo,64,88.67
2025-10-29T19:48:03.000Z,Mansoura,91,88.71
2025-10-29T19:48:03.000Z,Giza,20,62.15
2025-10-29T19:48:04.000Z,Mansoura,19,98.22
2025-10-29T19:48:04.000Z,Alexandria,47,36.32
2025-10-29T19:48:04.000Z,Alexandria,46,70.19
2025-10-29T19:48:04.000Z,Mansoura,57,37.56
2025-10-29T19:48:04.000Z,Tanta,37,36.09
2025-10-29T19:48:05.000Z,Alexandria,70,20.95
2025-10-29T19:48:05.000Z,Alexandria,97,30.81
2025-10-29T19:48:05.000Z,Alexandria,91,72.73
2025-10-29T19:48:05.000Z,Tanta,77,113.51
2025-10-29T19:48:05.000Z,Giza,88,89.69
2025-10-29T19:48:06.000Z,Mansoura,15,112.49
2025-10-29T19:48:06.000Z,Tanta,23,65.3
2025-10-29T19:48:06.000Z,Giza,82,90.4
2025-10-29T19:48:06.000Z,Cairo,29,94.28
2025-10-29T19:48:06.000Z,Giza,97,26.24
2025-10-29T19:48:07.000Z,Cairo,37,64.04
2025-10-29T19:48:07.000Z,Giza,96,70.83
2025-10-29T19:48:07.000Z,Tanta,49,44.32
2025-10-29T19:48:07.000Z,Mansoura,69,56.27
2025-10-29T19:48:07.000Z,Tanta,71,98.74
2025-10-29T19:48:08.000Z,Alexandria,41,32.75
2025-10-29T19:48:08.000Z,Tanta,97,87.18
2025-10-29T19:48:08.000Z,Tanta,24,79.75
2025-10-29T19:48:08.000Z,Mansoura,89,50.26
2025-10-29T19:48:08.000Z,Tanta,51,40.09
2025-10-29T19:48:09.000Z,Cairo,86,38.2
2025-10-29T19:48:09.000Z,Giza,53,106.38
2025-10-29T19:48:09.000Z,Mansoura,48,24.88
2025-10-29T19:48:09.000Z,Tanta,18,65.06
2025-10-29T19:48:09.000Z,Cairo,99,25.74
2025-10-29T19:48:10.000Z,Mansoura,62,31.63
2025-10-29T19:48:10.000Z,Cairo,37,91.7
2025-10-29T19:48:10.000Z,Alexandria,83,96.39
2025-10-29T19:48:10.000Z,Giza,21,30.73
2025-10-29T19:48:10.000Z,Alexandria,46,55.56
2025-10-29T19:48:11.000Z,Giza,51,72.92
2025-10-29T19:48:11.000Z,Mansoura,42,35.26
2025-10-29T19:48:11.000Z,Alexandria,24,97.01
2025-10-29T19:48:11.000Z,Cairo,17,113.31
2025-10-29T19:48:11.000Z,Mansoura,22,45.1
2025-10-29T19:48:12.000Z,Mansoura,37,80.8
2025-10-29T19:48:12.000Z,Tanta,21,68.43
2025-10-29T19:48:12.000Z,Alexandria,78,46.46
2025-10-29T19:48:12.000Z,Giza,95,115.41
2025-10-29T19:48:12.000Z,Giza,99,90.93
2025-10-29T19:48:13.000Z,Cairo,11,37.07
2025-10-29T19:48:13.000Z,Giza,50,60.37
2025-10-29T19:48:13.000Z,Cairo,10,119.98
2025-10-29T19:48:13.000Z,Giza,47,85.58
2025-10-29T19:48:13.000Z,Cairo,83,94.28
2025-10-29T19:48:14.000Z,Mansoura,24,81.77
2025-10-29T19:48:14.000Z,Alexandria,16,77.54
2025-10-29T19:48:14.000Z,Alexandria,35,70.31
2025-10-29T19:48:14.000Z,Cairo,93,77.23
2025-10-29T19:48:14.000Z,Cairo,52,79.3
2025-10-29T19:48:15.000Z,Alexandria,100,51.14
2025-10-29T19:48:15.000Z,Cairo,25,47.14
2025-10-29T19:48:15.000Z,Cairo,94,97.13
2025-10-29T19:48:15.000Z,Mansoura,90,56.71
2025-10-29T19:48:15.000Z,Tanta,37,33.2
2025-10-29T19:48:16.000Z,Alexandria,74,27.34
2025-10-29T19:48:16.000Z,Mansoura,47,115.8
2025-10-29T19:48:16.000Z,Mansoura,22,82.89
2025-10-29T19:48:16.000Z,Alexandria,10,92.28
2025-10-29T19:48:16.000Z,Tanta,75,77.01
2025-10-29T19:48:17.000Z,Giza,34,47.49
2025-10-29T19:48:17.000Z,Tanta,87,86.06
2025-10-29T19:48:17.000Z,Tanta,59,30.51
2025-10-29T19:48:17.000Z,Giza,35,90.94
2025-10-29T19:48:18.000Z,Alexandria,59,117.16
2025-10-29T19:48:18.000Z,Giza,56,107.3
2025-10-29T19:48:18.000Z,Alexandria,95,39.13
2025-10-29T19:48:18.000Z,Mansoura,43,93.05
2025-10-29T19:48:18.000Z,Giza,91,20.46
2025-10-29T19:48:19.000Z,Giza,51,98.59
2025-10-29T19:48:19.000Z,Cairo,12,26.99
2025-10-29T19:48:19.000Z,Tanta,65,113.79
2025-10-29T19:48:19.000Z,Mansoura,27,108.77
